entity_id,state,last_changed
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:45:40.035Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.0,2026-07-29T02:46:02.499Z
sensor.xiao_sensor_xiao_12d7dc_battery,95.4,2026-07-29T02:46:13.661Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:46:24.868Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:46:47.609Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:46:58.837Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:47:21.549Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.2,2026-07-29T02:47:44.254Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:47:55.414Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:48:17.761Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:48:28.921Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:49:15.474Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:49:38.178Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.2,2026-07-29T02:54:46.607Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:54:57.793Z
